user_id,timestamp
UA000000107379500,1593878946592107
UA000000107359357,1593877011756535
UA000000107375547,1593878815459100
UA000000107370581,1593878809276923
UA000000107377108,1593878628143633
UA000000107377161,1593878634344194
UA000000107370851,1593877936171803
UA000000107360961,1593876843215329
UA000000107376205,1593879213196400
UA000000107359805,1593876713246514
UA000000107369909,1593878170903989
UA000000107371743,1593878036347579
UA000000107380961,1593879125815755
UA000000107377487,1593878672173087
UA000000107357350,1593876429415452
UA000000107359573,1593876687337581
UA000000107364368,1593877973962436
UA000000107357467,1593876944661570
UA000000107369512,1593877788141768
UA000000107365065,1593877497207417
UA000000107364813,1593877271099453
UA000000107374663,1593878356880855
UA000000107382638,1593879239050626
UA000000107367922,1593877608354608
UA000000107366779,1593878899159806
UA000000107374215,1593879003979444
UA000000107380780,1593879039209043
UA000000107359571,1593876687186216
UA000000107376278,1593878984168461
UA000000107363006,1593877076686136
UA000000107360852,1593876831949693
UA000000107381241,1593879086932085
UA000000107377238,1593878642524459
UA000000107371192,1593877977050669
UA000000107367048,1593877512951677
UA000000107379637,1593878914256162
UA000000107371070,1593878620744974
UA000000107378173,1593878751138630
UA000000107373270,1593878206468778
UA000000107375316,1593878429326706
UA000000107374020,1593879230950221
UA000000107357480,1593876443386829
UA000000107364704,1593878823421232
UA000000107362707,1593877041350735
UA000000107372672,1593879240812006
UA000000107375642,1593878466349935
UA000000107380952,1593879057039250
UA000000107370829,1593878472750958
UA000000107361649,1593877376501740
UA000000107377392,1593878661450140
UA000000107360196,1593878675942469
UA000000107363249,1593877134114884
UA000000107372505,1593878120615516
UA000000107358569,1593878762928254
UA000000107378924,1593878852225498
UA000000107380991,1593879062248629
UA000000107361989,1593876967068480
UA000000107358571,1593876568876937
UA000000107366349,1593877572231604
UA000000107370853,1593878535553523
UA000000107380222,1593878981312640
UA000000107368830,1593877756506929
UA000000107380441,1593879138472812
UA000000107370279,1593877868268844
UA000000107375824,1593878487566059
UA000000107369710,1593877853146507
UA000000107379918,1593878946329881
UA000000107361970,1593878826433752
UA000000107357319,1593876424543297
UA000000107359552,1593876685393627
UA000000107368410,1593879116208649
UA000000107369252,1593877871752279
UA000000107377217,1593878639879302
UA000000107382225,1593879288072307
UA000000107371554,1593878587026765
UA000000107357359,1593876430929937
UA000000107361812,1593876953877757
UA000000107377843,1593878872298444
UA000000107358307,1593877636821563
UA000000107374194,1593878300547273
UA000000107364642,1593877254607024
UA000000107368326,1593877653737078
UA000000107360046,1593876743752307
UA000000107361826,1593878426477352
UA000000107363816,1593878502578669
UA000000107370641,1593877910000855
UA000000107376495,1593878582714214
UA000000107372186,1593878513487688
UA000000107365658,1593877367598015
UA000000107360336,1593877512540418
UA000000107371458,1593878005107999
UA000000107359727,1593877115635446
UA000000107380353,1593878994662664
UA000000107362695,1593877074207040
UA000000107373722,1593878250659781
UA000000107382278,1593879264007338
UA000000107381321,1593879094573756
UA000000107375378,1593878435584750
UA000000107378202,1593878953436780
UA000000107380610,1593879021733084
UA000000107358069,1593876568939194
UA000000107360551,1593876801153024
UA000000107367705,1593877582388423
UA000000107371057,1593878469539923
UA000000107367938,1593877611097589
UA000000107373956,1593878526307023
UA000000107367963,1593877614480899
UA000000107374820,1593878371068451
UA000000107375426,1593878886308654
UA000000107359991,1593876737171051
UA000000107378178,1593878751455102
UA000000107378521,1593878790530550
UA000000107366709,1593877477145334
UA000000107381140,1593879077356098
UA000000107375805,1593879174364993
UA000000107369237,1593877752659965
UA000000107361827,1593877202786162
UA000000107363382,1593877878043590
UA000000107382864,1593879260210508
UA000000107360669,1593876813143800
UA000000107358089,1593876823191395
UA000000107364370,1593877788888495
UA000000107364350,1593878252433525
UA000000107371380,1593877995589500
UA000000107366547,1593877461533427
UA000000107359535,1593877660687388
UA000000107379188,1593879018964268
UA000000107382872,1593879261047516
UA000000107360337,1593876776919894
UA000000107376481,1593878560802127
UA000000107359755,1593876707066055
UA000000107369580,1593878220055234
UA000000107370279,1593878009367960
UA000000107359699,1593876700914704
UA000000107362550,1593877025398238
UA000000107358411,1593876831113648
UA000000107369024,1593877728446333
UA000000107381041,1593879068011514
UA000000107362902,1593877063514770
UA000000107357951,1593876498259824
UA000000107370837,1593877934786127
UA000000107374815,1593878370216323
UA000000107369177,1593877745345227
UA000000107373278,1593878205135668
UA000000107359942,1593876731975098
UA000000107363555,1593877136945506
UA000000107374406,1593878328036473
UA000000107369171,1593877744651843
UA000000107372452,1593879061657308
UA000000107368898,1593878541308171
UA000000107373534,1593878495137702
UA000000107376770,1593878611774587
UA000000107358016,1593876609208544
UA000000107361415,1593876897174202
UA000000107371892,1593878931540512
UA000000107371237,1593877982117812
UA000000107379685,1593878920420780
UA000000107371220,1593877979471110
UA000000107361395,1593877434645735
UA000000107378018,1593878734159203
UA000000107362908,1593877318028906
UA000000107363749,1593878450883563
UA000000107358073,1593876510880041
UA000000107380379,1593878997841705
UA000000107376638,1593878576659868
UA000000107367064,1593877515024966
UA000000107358756,1593878903769003
UA000000107364431,1593877230211544
UA000000107364843,1593877274331725
UA000000107363336,1593877159769342
UA000000107361550,1593876915889358
UA000000107378724,1593878813449762
UA000000107364194,1593877705940175
UA000000107361741,1593876937549563
UA000000107365811,1593877627314538
UA000000107372538,1593878985786840
UA000000107362994,1593877074562367
UA000000107381882,1593879156628480
UA000000107359587,1593877624253602
UA000000107360738,1593876819028200
UA000000107367139,1593879119708237
UA000000107376764,1593878949066780
UA000000107374704,1593878358805214
UA000000107358217,1593876593797690
UA000000107362153,1593876982202956
UA000000107367085,1593877589123808
UA000000107360541,1593876800257131
UA000000107378482,1593879104378195
UA000000107363145,1593877095165520
UA000000107365740,1593877375264403
UA000000107367199,1593878009169994
UA000000107358272,1593876533544549
UA000000107374722,1593878478627101
UA000000107368195,1593877640603185
UA000000107364586,1593877247155622
UA000000107358180,1593876521422711
UA000000107359895,1593876725175641
UA000000107358324,1593876538974947
UA000000107370607,1593877905642037
UA000000107359191,1593876735532078
UA000000107371466,1593878006012622
UA000000107366405,1593877447196131
UA000000107362680,1593878420518458
UA000000107364548,1593877837892491
UA000000107374549,1593878880703238
UA000000107362572,1593877028064190
UA000000107381492,1593879115757687
UA000000107372427,1593878112373167
UA000000107359781,1593876710473264
UA000000107364797,1593877269544539
UA000000107378752,1593879207752506
UA000000107376451,1593878557625640
UA000000107364141,1593878814320381
UA000000107361094,1593876858963288
UA000000107379891,1593878943835758
UA000000107360441,1593877050370188
UA000000107381694,1593879137656924
UA000000107357933,1593876495933384
UA000000107380069,1593878961829427
UA000000107371502,1593878009586475
